flight_id,hardware_id,start_at_utc,field_land_uuid,land_revision_id,raw_area_m2,area_status,v4_summary_id,contour_reason,coverage_status,reason,unique_application_ha,unique_application_inside_field_ha,application_outside_field_ha,swath_integral_ha,s_minus_u_ha,repeated_application_ha,s_over_u,painted_swath_total_ha,flown_not_applied_ha,repeated_share_of_unique,contour_ha,contour_status,cell_m,coarsened,widths_used_m,s_single_width,segment_length_m,uncertainty_percent,thresholds,discriminating
689308041,1581F574B235W00100Q5,2026-08-18 18:13:45,e0098beb-7925-4621-8984-b0515c676dea,959,10073.0,RAW_CORROBORATED_QUALIFIED,212,HISTORICAL_GEOMETRY_NOT_PROVEN,ESTIMATE,,1.0057,,,0.998,-0.0077,,0.9924,1.0918,0.0861,-0.0076,,CONTOUR_ABSENT,0.5,False,6.3,True,"{""APPLICATION_EDGE"": 1.6814140857447275, ""NO_APPLICATION"": 151.82854415284046, ""NO_WIDTH"": 419.50383301848524, ""STANDSTILL"": 0.0, ""WORK"": 1584.1487994369213}","{""clipped_all_ha"": null, ""clipped_work_ha"": null, ""contour_ha"": null, ""swath_all_ha"": 0.089, ""swath_work_ha"": 0.089}","{""cell_m"": 0.5, ""max_frame_gap_s"": 3.0, ""max_ground_speed_mps"": 20.0, ""width_rule"": ""min_of_two_endpoints"", ""work_rule"": ""application_on_both_endpoints""}",False
689310231,1581F574B235W00100Q5,2026-08-18 18:23:20,e0098beb-7925-4621-8984-b0515c676dea,959,9766.0,RAW_CORROBORATED_QUALIFIED,215,HISTORICAL_GEOMETRY_NOT_PROVEN,ESTIMATE,,0.9786,,,0.9694,-0.0092,,0.9906,1.0703,0.0917,-0.0094,,CONTOUR_ABSENT,0.5,False,6.3,True,"{""APPLICATION_EDGE"": 1.6763251063380649, ""NO_APPLICATION"": 168.57546016410484, ""NO_WIDTH"": 321.0235188756751, ""STANDSTILL"": 0.0, ""WORK"": 1538.684827317021}","{""clipped_all_ha"": null, ""clipped_work_ha"": null, ""contour_ha"": null, ""swath_all_ha"": 0.051, ""swath_work_ha"": 0.051}","{""cell_m"": 0.5, ""max_frame_gap_s"": 3.0, ""max_ground_speed_mps"": 20.0, ""width_rule"": ""min_of_two_endpoints"", ""work_rule"": ""application_on_both_endpoints""}",False
689313066,1581F574B235W00100Q5,2026-08-18 18:35:07,e0098beb-7925-4621-8984-b0515c676dea,959,9946.0,RAW_CORROBORATED_QUALIFIED,218,HISTORICAL_GEOMETRY_NOT_PROVEN,ESTIMATE,,0.9975,,,0.9793,-0.0182,,0.9817,1.1489,0.1514,-0.0183,,CONTOUR_ABSENT,0.5,False,6.3,True,"{""APPLICATION_EDGE"": 2.8306401369654166, ""NO_APPLICATION"": 319.5394368644907, ""NO_WIDTH"": 558.8065426121901, ""STANDSTILL"": 0.0, ""WORK"": 1554.428148166722}","{""clipped_all_ha"": null, ""clipped_work_ha"": null, ""contour_ha"": null, ""swath_all_ha"": 0.08, ""swath_work_ha"": 0.08}","{""cell_m"": 0.5, ""max_frame_gap_s"": 3.0, ""max_ground_speed_mps"": 20.0, ""width_rule"": ""min_of_two_endpoints"", ""work_rule"": ""application_on_both_endpoints""}",False
689316557,1581F574B235W00100Q5,2026-08-18 18:46:19,e0098beb-7925-4621-8984-b0515c676dea,959,9153.0,RAW_CORROBORATED_QUALIFIED,221,HISTORICAL_GEOMETRY_NOT_PROVEN,ESTIMATE,,0.9227,,,0.8831,-0.0396,,0.957,1.1467,0.224,-0.043,,CONTOUR_ABSENT,0.5,False,6.3,True,"{""APPLICATION_EDGE"": 4.994435612537182, ""GAP"": 6.086604123396043, ""NO_APPLICATION"": 574.7760388236205, ""NO_WIDTH"": 435.4698113417774, ""STANDSTILL"": 0.0, ""WORK"": 1401.6881040069156}","{""clipped_all_ha"": null, ""clipped_work_ha"": null, ""contour_ha"": null, ""swath_all_ha"": 0.022, ""swath_work_ha"": 0.022}","{""cell_m"": 0.5, ""max_frame_gap_s"": 3.0, ""max_ground_speed_mps"": 20.0, ""width_rule"": ""min_of_two_endpoints"", ""work_rule"": ""application_on_both_endpoints""}",False
689319791,1581F574B235W00100Q5,2026-08-18 18:58:15,e0098beb-7925-4621-8984-b0515c676dea,959,6680.0,RAW_CORROBORATED_QUALIFIED,224,HISTORICAL_GEOMETRY_NOT_PROVEN,ESTIMATE,,0.7808,,,0.7844,0.0036,0.0036,1.0046,0.9517,0.1709,0.0046,,CONTOUR_ABSENT,0.5,False,6.3,True,"{""APPLICATION_EDGE"": 1.9696004317594091, ""NO_APPLICATION"": 332.719723034354, ""NO_WIDTH"": 792.5760169273217, ""STANDSTILL"": 0.0, ""WORK"": 1245.105570943519}","{""clipped_all_ha"": null, ""clipped_work_ha"": null, ""contour_ha"": null, ""swath_all_ha"": 0.0, ""swath_work_ha"": 0.0}","{""cell_m"": 0.5, ""max_frame_gap_s"": 3.0, ""max_ground_speed_mps"": 20.0, ""width_rule"": ""min_of_two_endpoints"", ""work_rule"": ""application_on_both_endpoints""}",False
688454966,1581F574B2387001009R,2026-08-17 19:30:53,13807304-d871-4314-b10f-3dfa47f182c7,1166,8546.0,RAW_CORROBORATED_QUALIFIED,11,HISTORICAL_GEOMETRY_NOT_PROVEN,ESTIMATE,,0.8595,,,0.8376,-0.0219,,0.9746,0.8909,0.0314,-0.0254,,CONTOUR_ABSENT,0.5,False,6.0,True,"{""APPLICATION_EDGE"": 3.6715219341812335, ""NO_APPLICATION"": 199.65772324057943, ""NO_WIDTH"": 742.0155823315773, ""STANDSTILL"": 0.0, ""WORK"": 1396.0729342384616}","{""clipped_all_ha"": null, ""clipped_work_ha"": null, ""contour_ha"": null, ""swath_all_ha"": 0.244, ""swath_work_ha"": 0.244}","{""cell_m"": 0.5, ""max_frame_gap_s"": 3.0, ""max_ground_speed_mps"": 20.0, ""width_rule"": ""min_of_two_endpoints"", ""work_rule"": ""application_on_both_endpoints""}",False
688458283,1581F574B2387001009R,2026-08-17 19:42:29,13807304-d871-4314-b10f-3dfa47f182c7,1166,8480.0,RAW_CORROBORATED_QUALIFIED,14,HISTORICAL_GEOMETRY_NOT_PROVEN,ESTIMATE,,0.8574,,,0.8311,-0.0263,,0.9694,0.9592,0.1018,-0.0306,,CONTOUR_ABSENT,0.5,False,6.0,True,"{""APPLICATION_EDGE"": 4.504194373481833, ""NO_APPLICATION"": 321.74558112286735, ""NO_WIDTH"": 667.7105675628364, ""STANDSTILL"": 0.0, ""WORK"": 1385.2143889702977}","{""clipped_all_ha"": null, ""clipped_work_ha"": null, ""contour_ha"": null, ""swath_all_ha"": 0.023, ""swath_work_ha"": 0.023}","{""cell_m"": 0.5, ""max_frame_gap_s"": 3.0, ""max_ground_speed_mps"": 20.0, ""width_rule"": ""min_of_two_endpoints"", ""work_rule"": ""application_on_both_endpoints""}",False
688460771,1581F574B2387001009R,2026-08-17 19:53:30,13807304-d871-4314-b10f-3dfa47f182c7,1166,8386.0,RAW_CORROBORATED_QUALIFIED,18,HISTORICAL_GEOMETRY_NOT_PROVEN,ESTIMATE,,0.8363,,,0.849,0.0127,0.0127,1.0151,0.8435,0.0072,0.0151,,CONTOUR_ABSENT,0.5,False,6.0,True,"{""APPLICATION_EDGE"": 2.7511985795125766, ""NO_APPLICATION"": 99.58050791020345, ""NO_WIDTH"": 361.3075059288361, ""STANDSTILL"": 0.0, ""WORK"": 1414.9422680254518}","{""clipped_all_ha"": null, ""clipped_work_ha"": null, ""contour_ha"": null, ""swath_all_ha"": 0.012, ""swath_work_ha"": 0.012}","{""cell_m"": 0.5, ""max_frame_gap_s"": 3.0, ""max_ground_speed_mps"": 20.0, ""width_rule"": ""min_of_two_endpoints"", ""work_rule"": ""application_on_both_endpoints""}",False
688460773,1581F574B2387001009R,2026-08-17 19:59:48,,,0.0,COUNTER_ZERO,20,HISTORICAL_GEOMETRY_NOT_PROVEN,ESTIMATE,,0.0052,,,0.0002,-0.005,,0.031,0.0146,0.0094,-0.969,,CONTOUR_ABSENT,0.5,False,"6.0,8.0",False,"{""APPLICATION_EDGE"": 0.013478046881703535, ""NO_APPLICATION"": 12.155483472041338, ""WORK"": 0.2031797390799106}","{""clipped_all_ha"": null, ""clipped_work_ha"": null, ""contour_ha"": null, ""swath_all_ha"": 0.0, ""swath_work_ha"": 0.0}","{""cell_m"": 0.5, ""max_frame_gap_s"": 3.0, ""max_ground_speed_mps"": 20.0, ""width_rule"": ""min_of_two_endpoints"", ""work_rule"": ""application_on_both_endpoints""}",False
688460774,1581F574B2387001009R,2026-08-17 19:59:59,,,8386.0,COUNTER_FLAT_RAW_OVERSTATED,21,HISTORICAL_GEOMETRY_NOT_PROVEN,NO_CONFIRMED_APPLICATION,NO_WIDTH,,,,,,,,,,,,CONTOUR_ABSENT,,,,False,"{""NO_APPLICATION"": 109.10588796124195, ""NO_WIDTH"": 359.72817708276597}",{},{},False
688464465,1581F574B2387001009R,2026-08-17 20:08:26,d2cecf61-710c-4845-a59c-f8e462a7133f,1168,10013.0,RAW_CORROBORATED_QUALIFIED,25,HISTORICAL_GEOMETRY_NOT_PROVEN,ESTIMATE,,1.0029,,,0.9843,-0.0186,,0.9815,1.0734,0.0705,-0.0185,,CONTOUR_ABSENT,0.5,False,6.2,True,"{""APPLICATION_EDGE"": 2.84632654366684, ""NO_APPLICATION"": 239.24757487147497, ""NO_WIDTH"": 232.80448230425225, ""STANDSTILL"": 0.0, ""WORK"": 1587.643851719285}","{""clipped_all_ha"": null, ""clipped_work_ha"": null, ""contour_ha"": null, ""swath_all_ha"": 0.15, ""swath_work_ha"": 0.15}","{""cell_m"": 0.5, ""max_frame_gap_s"": 3.0, ""max_ground_speed_mps"": 20.0, ""width_rule"": ""min_of_two_endpoints"", ""work_rule"": ""application_on_both_endpoints""}",False
688468130,1581F574B2387001009R,2026-08-17 20:19:31,d2cecf61-710c-4845-a59c-f8e462a7133f,1168,9573.0,RAW_CORROBORATED_QUALIFIED,29,HISTORICAL_GEOMETRY_NOT_PROVEN,ESTIMATE,,0.9626,,,0.9438,-0.0188,,0.9805,1.0409,0.0783,-0.0195,,CONTOUR_ABSENT,0.5,False,6.2,True,"{""APPLICATION_EDGE"": 5.074405870176387, ""NO_APPLICATION"": 339.74136411217813, ""NO_WIDTH"": 342.95304189387696, ""STANDSTILL"": 0.0, ""WORK"": 1522.3090044720275}","{""clipped_all_ha"": null, ""clipped_work_ha"": null, ""contour_ha"": null, ""swath_all_ha"": 0.166, ""swath_work_ha"": 0.166}","{""cell_m"": 0.5, ""max_frame_gap_s"": 3.0, ""max_ground_speed_mps"": 20.0, ""width_rule"": ""min_of_two_endpoints"", ""work_rule"": ""application_on_both_endpoints""}",False
688471422,1581F574B2387001009R,2026-08-17 20:30:48,d2cecf61-710c-4845-a59c-f8e462a7133f,1168,8613.0,RAW_CORROBORATED_QUALIFIED,33,HISTORICAL_GEOMETRY_NOT_PROVEN,ESTIMATE,,0.8698,,,0.8459,-0.0239,,0.9726,0.9488,0.079,-0.0274,,CONTOUR_ABSENT,0.5,False,6.2,True,"{""APPLICATION_EDGE"": 3.858470460496088, ""NO_APPLICATION"": 263.71925833547505, ""NO_WIDTH"": 411.93499461700895, ""STANDSTILL"": 0.0, ""WORK"": 1364.3988592381136}","{""clipped_all_ha"": null, ""clipped_work_ha"": null, ""contour_ha"": null, ""swath_all_ha"": 0.069, ""swath_work_ha"": 0.069}","{""cell_m"": 0.5, ""max_frame_gap_s"": 3.0, ""max_ground_speed_mps"": 20.0, ""width_rule"": ""min_of_two_endpoints"", ""work_rule"": ""application_on_both_endpoints""}",False
688475257,1581F574B2387001009R,2026-08-17 20:41:11,d2cecf61-710c-4845-a59c-f8e462a7133f,1168,8160.0,RAW_CORROBORATED_QUALIFIED,39,HISTORICAL_GEOMETRY_NOT_PROVEN,ESTIMATE,,0.8235,,,0.8296,0.0061,0.0061,1.0074,0.824,0.0005,0.0074,,CONTOUR_ABSENT,0.5,False,6.2,True,"{""APPLICATION_EDGE"": 2.54902845977452, ""NO_APPLICATION"": 60.467901050289825, ""NO_WIDTH"": 315.0296661976536, ""STANDSTILL"": 0.0, ""WORK"": 1338.0389769711708}","{""clipped_all_ha"": null, ""clipped_work_ha"": null, ""contour_ha"": null, ""swath_all_ha"": 0.17, ""swath_work_ha"": 0.17}","{""cell_m"": 0.5, ""max_frame_gap_s"": 3.0, ""max_ground_speed_mps"": 20.0, ""width_rule"": ""min_of_two_endpoints"", ""work_rule"": ""application_on_both_endpoints""}",False
688475258,1581F574B2387001009R,2026-08-17 20:47:27,,,46.0,RAW_CORROBORATED,41,HISTORICAL_GEOMETRY_NOT_PROVEN,ESTIMATE,,0.0101,,,0.0055,-0.0046,,0.5397,0.02,0.0099,-0.4603,,CONTOUR_ABSENT,0.5,False,"6.2,8.0",False,"{""APPLICATION_EDGE"": 0.35285863693862607, ""NO_APPLICATION"": 11.450788992235216, ""WORK"": 6.815851322358189}","{""clipped_all_ha"": null, ""clipped_work_ha"": null, ""contour_ha"": null, ""swath_all_ha"": 1.98, ""swath_work_ha"": 1.98}","{""cell_m"": 0.5, ""max_frame_gap_s"": 3.0, ""max_ground_speed_mps"": 20.0, ""width_rule"": ""min_of_two_endpoints"", ""work_rule"": ""application_on_both_endpoints""}",False
688475262,1581F574B2387001009R,2026-08-17 20:47:36,,,8160.0,COUNTER_FLAT_RAW_OVERSTATED,42,HISTORICAL_GEOMETRY_NOT_PROVEN,NO_CONFIRMED_APPLICATION,NO_WIDTH,,,,,,,,,,,,CONTOUR_ABSENT,,,,False,"{""NO_APPLICATION"": 98.41623417195017, ""NO_WIDTH"": 225.08348597300179}",{},{},False
688480071,1581F574B2387001009R,2026-08-17 20:52:23,844497da-755f-420f-b0ec-137da147b980,1167,10440.0,RAW_CORROBORATED_QUALIFIED,44,HISTORICAL_GEOMETRY_NOT_PROVEN,ESTIMATE,,1.0458,,,1.0299,-0.0159,,0.9848,1.1646,0.1188,-0.0152,,CONTOUR_ABSENT,0.5,False,6.2,True,"{""APPLICATION_EDGE"": 2.694787855233502, ""NO_APPLICATION"": 217.36229071664044, ""NO_WIDTH"": 107.37367566561903, ""STANDSTILL"": 0.0, ""WORK"": 1661.058121217305}","{""clipped_all_ha"": null, ""clipped_work_ha"": null, ""contour_ha"": null, ""swath_all_ha"": 0.076, ""swath_work_ha"": 0.076}","{""cell_m"": 0.5, ""max_frame_gap_s"": 3.0, ""max_ground_speed_mps"": 20.0, ""width_rule"": ""min_of_two_endpoints"", ""work_rule"": ""application_on_both_endpoints""}",False
688484940,1581F574B2387001009R,2026-08-17 21:02:20,844497da-755f-420f-b0ec-137da147b980,1167,10526.0,RAW_CORROBORATED_QUALIFIED,47,HISTORICAL_GEOMETRY_NOT_PROVEN,ESTIMATE,,1.0489,,,1.0341,-0.0148,,0.9859,1.1701,0.1212,-0.0141,,CONTOUR_ABSENT,0.5,False,6.2,True,"{""APPLICATION_EDGE"": 2.5074632390570324, ""NO_APPLICATION"": 240.69604564365076, ""NO_WIDTH"": 150.00828496277856, ""STANDSTILL"": 0.0, ""WORK"": 1667.8392273372901}","{""clipped_all_ha"": null, ""clipped_work_ha"": null, ""contour_ha"": null, ""swath_all_ha"": 0.048, ""swath_work_ha"": 0.048}","{""cell_m"": 0.5, ""max_frame_gap_s"": 3.0, ""max_ground_speed_mps"": 20.0, ""width_rule"": ""min_of_two_endpoints"", ""work_rule"": ""application_on_both_endpoints""}",False
688490280,1581F574B2387001009R,2026-08-17 21:12:22,844497da-755f-420f-b0ec-137da147b980,1167,9880.0,RAW_CORROBORATED_QUALIFIED,50,HISTORICAL_GEOMETRY_NOT_PROVEN,ESTIMATE,,0.9996,,,1.0219,0.0223,0.0223,1.0223,1.0667,0.0671,0.0223,,CONTOUR_ABSENT,0.5,False,6.2,True,"{""APPLICATION_EDGE"": 3.001217799669859, ""NO_APPLICATION"": 439.1753015294785, ""NO_WIDTH"": 294.2314916734149, ""STANDSTILL"": 0.0, ""WORK"": 1648.291752461021}","{""clipped_all_ha"": null, ""clipped_work_ha"": null, ""contour_ha"": null, ""swath_all_ha"": 0.04, ""swath_work_ha"": 0.04}","{""cell_m"": 0.5, ""max_frame_gap_s"": 3.0, ""max_ground_speed_mps"": 20.0, ""width_rule"": ""min_of_two_endpoints"", ""work_rule"": ""application_on_both_endpoints""}",False
688496200,1581F574B2387001009R,2026-08-17 21:24:43,6e31ebad-cc23-4241-b8f6-b4efeef55d98,1173,10126.0,RAW_CORROBORATED_QUALIFIED,54,HISTORICAL_GEOMETRY_NOT_PROVEN,ESTIMATE,,1.0192,,,0.9923,-0.0269,,0.9736,1.1128,0.0936,-0.0264,,CONTOUR_ABSENT,0.5,False,6.2,True,"{""APPLICATION_EDGE"": 4.3974804167526, ""GAP"": 4.109225098843307, ""NO_APPLICATION"": 213.98188484133252, ""NO_WIDTH"": 821.2180871525351, ""STANDSTILL"": 0.0, ""WORK"": 1600.5222515089115}","{""clipped_all_ha"": null, ""clipped_work_ha"": null, ""contour_ha"": null, ""swath_all_ha"": 0.118, ""swath_work_ha"": 0.118}","{""cell_m"": 0.5, ""max_frame_gap_s"": 3.0, ""max_ground_speed_mps"": 20.0, ""width_rule"": ""min_of_two_endpoints"", ""work_rule"": ""application_on_both_endpoints""}",False
688502075,1581F574B2387001009R,2026-08-17 21:36:16,6e31ebad-cc23-4241-b8f6-b4efeef55d98,1173,9660.0,RAW_CORROBORATED_QUALIFIED,55,HISTORICAL_GEOMETRY_NOT_PROVEN,ESTIMATE,,0.9559,,,0.9823,0.0264,0.0264,1.0277,1.0105,0.0546,0.0277,,CONTOUR_ABSENT,0.5,False,6.2,True,"{""APPLICATION_EDGE"": 2.9824841853509128, ""NO_APPLICATION"": 183.38079167119864, ""NO_WIDTH"": 888.9665849958147, ""STANDSTILL"": 0.0, ""WORK"": 1584.4058227357202}","{""clipped_all_ha"": null, ""clipped_work_ha"": null, ""contour_ha"": null, ""swath_all_ha"": 0.157, ""swath_work_ha"": 0.157}","{""cell_m"": 0.5, ""max_frame_gap_s"": 3.0, ""max_ground_speed_mps"": 20.0, ""width_rule"": ""min_of_two_endpoints"", ""work_rule"": ""application_on_both_endpoints""}",False
688507848,1581F574B2387001009R,2026-08-17 21:49:07,a69b184d-7109-4005-8f07-8af814c1470a,1174,10566.0,RAW_CORROBORATED_QUALIFIED,57,HISTORICAL_GEOMETRY_NOT_PROVEN,ESTIMATE,,1.0689,,,1.0447,-0.0242,,0.9774,1.1662,0.0973,-0.0226,,CONTOUR_ABSENT,0.5,False,6.1,True,"{""APPLICATION_EDGE"": 4.3246716542207775, ""NO_APPLICATION"": 218.64046215232915, ""NO_WIDTH"": 560.1435959820559, ""STANDSTILL"": 0.0, ""WORK"": 1712.6083866130064}","{""clipped_all_ha"": null, ""clipped_work_ha"": null, ""contour_ha"": null, ""swath_all_ha"": 0.009, ""swath_work_ha"": 0.009}","{""cell_m"": 0.5, ""max_frame_gap_s"": 3.0, ""max_ground_speed_mps"": 20.0, ""width_rule"": ""min_of_two_endpoints"", ""work_rule"": ""application_on_both_endpoints""}",False
688515728,1581F574B2387001009R,2026-08-17 22:00:20,a69b184d-7109-4005-8f07-8af814c1470a,1174,9586.0,RAW_CORROBORATED_QUALIFIED,59,HISTORICAL_GEOMETRY_NOT_PROVEN,ESTIMATE,,0.9753,,,0.9854,0.0101,0.0101,1.0104,1.1116,0.1363,0.0104,,CONTOUR_ABSENT,0.5,False,6.1,True,"{""APPLICATION_EDGE"": 5.209110989027715, ""NO_APPLICATION"": 364.44688958140654, ""NO_WIDTH"": 553.7281807189055, ""STANDSTILL"": 0.0, ""WORK"": 1615.476491367928}","{""clipped_all_ha"": null, ""clipped_work_ha"": null, ""contour_ha"": null, ""swath_all_ha"": 0.041, ""swath_work_ha"": 0.041}","{""cell_m"": 0.5, ""max_frame_gap_s"": 3.0, ""max_ground_speed_mps"": 20.0, ""width_rule"": ""min_of_two_endpoints"", ""work_rule"": ""application_on_both_endpoints""}",False
688521456,1581F574B2387001009R,2026-08-17 22:13:21,eae4eabe-c8e4-48b8-bdb8-f68189cda1a2,1175,8606.0,RAW_CORROBORATED_QUALIFIED,61,HISTORICAL_GEOMETRY_NOT_PROVEN,ESTIMATE,,0.8685,,,0.8474,-0.0211,,0.9757,0.9436,0.0751,-0.0243,,CONTOUR_ABSENT,0.5,False,6.2,True,"{""APPLICATION_EDGE"": 3.180683752620299, ""NO_APPLICATION"": 197.28608495339472, ""NO_WIDTH"": 407.9996737103619, ""STANDSTILL"": 0.0, ""WORK"": 1366.7819054225374}","{""clipped_all_ha"": null, ""clipped_work_ha"": null, ""contour_ha"": null, ""swath_all_ha"": 0.0, ""swath_work_ha"": 0.0}","{""cell_m"": 0.5, ""max_frame_gap_s"": 3.0, ""max_ground_speed_mps"": 20.0, ""width_rule"": ""min_of_two_endpoints"", ""work_rule"": ""application_on_both_endpoints""}",False
688528944,1581F574B2387001009R,2026-08-17 22:23:10,eae4eabe-c8e4-48b8-bdb8-f68189cda1a2,1175,8733.0,RAW_CORROBORATED_QUALIFIED,63,HISTORICAL_GEOMETRY_NOT_PROVEN,ESTIMATE,,0.8718,,,0.887,0.0152,0.0152,1.0174,0.8779,0.0061,0.0174,,CONTOUR_ABSENT,0.5,False,6.2,True,"{""APPLICATION_EDGE"": 3.24252291480467, ""NO_APPLICATION"": 91.14789115291754, ""NO_WIDTH"": 282.37415838365956, ""STANDSTILL"": 0.0, ""WORK"": 1430.6236292518138}","{""clipped_all_ha"": null, ""clipped_work_ha"": null, ""contour_ha"": null, ""swath_all_ha"": 0.206, ""swath_work_ha"": 0.206}","{""cell_m"": 0.5, ""max_frame_gap_s"": 3.0, ""max_ground_speed_mps"": 20.0, ""width_rule"": ""min_of_two_endpoints"", ""work_rule"": ""application_on_both_endpoints""}",False
688528945,1581F574B2387001009R,2026-08-17 22:29:55,,,26.0,RAW_CORROBORATED,66,HISTORICAL_GEOMETRY_NOT_PROVEN,ESTIMATE,,0.0081,,,0.0032,-0.0049,,0.4003,0.0112,0.0031,-0.5997,,CONTOUR_ABSENT,0.5,False,"6.2,8.0",False,"{""APPLICATION_EDGE"": 0.20707973895607407, ""NO_APPLICATION"": 3.502261579499606, ""WORK"": 4.0566791340648365}","{""clipped_all_ha"": null, ""clipped_work_ha"": null, ""contour_ha"": null, ""swath_all_ha"": 1.235, ""swath_work_ha"": 1.235}","{""cell_m"": 0.5, ""max_frame_gap_s"": 3.0, ""max_ground_speed_mps"": 20.0, ""width_rule"": ""min_of_two_endpoints"", ""work_rule"": ""application_on_both_endpoints""}",False
688528946,1581F574B2387001009R,2026-08-17 22:30:03,,,8733.0,COUNTER_FLAT_RAW_OVERSTATED,67,HISTORICAL_GEOMETRY_NOT_PROVEN,NO_CONFIRMED_APPLICATION,NO_WIDTH,,,,,,,,,,,,CONTOUR_ABSENT,,,,False,"{""NO_APPLICATION"": 105.67522197167521, ""NO_WIDTH"": 211.52555892011273}",{},{},False
688537920,1581F574B2387001009R,2026-08-17 22:34:12,07c5a3a8-4aa1-4ced-b3e0-672092e68fc6,1170,9966.0,RAW_CORROBORATED_QUALIFIED,68,HISTORICAL_GEOMETRY_NOT_PROVEN,ESTIMATE,,1.0026,,,0.9927,-0.0099,,0.9901,1.1048,0.1022,-0.0099,,CONTOUR_ABSENT,0.5,False,6.1,True,"{""APPLICATION_EDGE"": 5.298733784654027, ""NO_APPLICATION"": 243.47193227775998, ""NO_WIDTH"": 153.27539357963408, ""STANDSTILL"": 0.0, ""WORK"": 1627.3372480911266}","{""clipped_all_ha"": null, ""clipped_work_ha"": null, ""contour_ha"": null, ""swath_all_ha"": 0.03, ""swath_work_ha"": 0.03}","{""cell_m"": 0.5, ""max_frame_gap_s"": 3.0, ""max_ground_speed_mps"": 20.0, ""width_rule"": ""min_of_two_endpoints"", ""work_rule"": ""application_on_both_endpoints""}",False
688548587,1581F574B2387001009R,2026-08-17 22:45:57,07c5a3a8-4aa1-4ced-b3e0-672092e68fc6,1170,1893.0,RAW_CORROBORATED_QUALIFIED,71,HISTORICAL_GEOMETRY_NOT_PROVEN,ESTIMATE,,0.1981,,,0.1953,-0.0028,,0.9856,0.1983,0.0002,-0.0144,,CONTOUR_ABSENT,0.5,False,6.1,True,"{""APPLICATION_EDGE"": 0.013862194458208401, ""NO_APPLICATION"": 2.8560458283704393, ""NO_WIDTH"": 301.88278522300726, ""STANDSTILL"": 0.0, ""WORK"": 320.08400723833614}","{""clipped_all_ha"": null, ""clipped_work_ha"": null, ""contour_ha"": null, ""swath_all_ha"": 0.353, ""swath_work_ha"": 0.353}","{""cell_m"": 0.5, ""max_frame_gap_s"": 3.0, ""max_ground_speed_mps"": 20.0, ""width_rule"": ""min_of_two_endpoints"", ""work_rule"": ""application_on_both_endpoints""}",False
688548592,1581F574B2387001009R,2026-08-17 22:48:54,f4d4c36c-5c99-4560-b1b9-72475fd6bdfd,1171,7880.0,RAW_CORROBORATED,72,HISTORICAL_GEOMETRY_NOT_PROVEN,ESTIMATE,,0.7947,,,0.7743,-0.0204,,0.9743,0.899,0.1043,-0.0257,,CONTOUR_ABSENT,0.5,False,6.1,True,"{""APPLICATION_EDGE"": 3.22076406327439, ""NO_APPLICATION"": 217.8963435447865, ""NO_WIDTH"": 120.95374699080236, ""WORK"": 1269.2952360331476}","{""clipped_all_ha"": null, ""clipped_work_ha"": null, ""contour_ha"": null, ""swath_all_ha"": 0.025, ""swath_work_ha"": 0.025}","{""cell_m"": 0.5, ""max_frame_gap_s"": 3.0, ""max_ground_speed_mps"": 20.0, ""width_rule"": ""min_of_two_endpoints"", ""work_rule"": ""application_on_both_endpoints""}",False
688560285,1581F574B2387001009R,2026-08-17 22:57:15,c4114e1b-1dab-4f3d-93d7-aee823d0bc04,1172,8840.0,RAW_CORROBORATED_QUALIFIED,75,HISTORICAL_GEOMETRY_NOT_PROVEN,ESTIMATE,,0.8677,,,0.8803,0.0126,0.0126,1.0145,0.8685,0.0008,0.0145,,CONTOUR_ABSENT,0.5,False,6.1,True,"{""APPLICATION_EDGE"": 2.941559625644598, ""NO_APPLICATION"": 120.0728267010833, ""NO_WIDTH"": 280.65500512805926, ""STANDSTILL"": 0.0, ""WORK"": 1443.0383637213708}","{""clipped_all_ha"": null, ""clipped_work_ha"": null, ""contour_ha"": null, ""swath_all_ha"": 0.023, ""swath_work_ha"": 0.023}","{""cell_m"": 0.5, ""max_frame_gap_s"": 3.0, ""max_ground_speed_mps"": 20.0, ""width_rule"": ""min_of_two_endpoints"", ""work_rule"": ""application_on_both_endpoints""}",False
688560292,1581F574B2387001009R,2026-08-17 23:04:37,c4114e1b-1dab-4f3d-93d7-aee823d0bc04,1172,920.0,RAW_CORROBORATED,78,HISTORICAL_GEOMETRY_NOT_PROVEN,ESTIMATE,,0.0943,,,0.0918,-0.0025,,0.9733,0.1863,0.092,-0.0267,,CONTOUR_ABSENT,0.5,False,6.1,True,"{""APPLICATION_EDGE"": 0.6592955213275411, ""NO_APPLICATION"": 160.60714434629156, ""NO_WIDTH"": 340.05520834709114, ""WORK"": 150.46922695984372}","{""clipped_all_ha"": null, ""clipped_work_ha"": null, ""contour_ha"": null, ""swath_all_ha"": 0.318, ""swath_work_ha"": 0.318}","{""cell_m"": 0.5, ""max_frame_gap_s"": 3.0, ""max_ground_speed_mps"": 20.0, ""width_rule"": ""min_of_two_endpoints"", ""work_rule"": ""application_on_both_endpoints""}",False
