flight_id,hardware_id,start_at_utc,field_land_uuid,land_revision_id,raw_area_m2,area_status,v4_summary_id,contour_reason,coverage_status,reason,unique_application_ha,unique_application_inside_field_ha,application_outside_field_ha,swath_integral_ha,s_minus_u_ha,repeated_application_ha,s_over_u,painted_swath_total_ha,flown_not_applied_ha,repeated_share_of_unique,contour_ha,contour_status,cell_m,coarsened,widths_used_m,s_single_width,segment_length_m,uncertainty_percent,thresholds,discriminating
688572902,1581F574B2387001009R,2026-08-17 23:09:45,c4114e1b-1dab-4f3d-93d7-aee823d0bc04,1172,9940.0,RAW_CORROBORATED_QUALIFIED,79,HISTORICAL_GEOMETRY_NOT_PROVEN,ESTIMATE,,1.007,,,0.9793,-0.0277,,0.9725,1.0434,0.0364,-0.0275,,CONTOUR_ABSENT,0.5,False,6.1,True,"{""APPLICATION_EDGE"": 4.262452370176064, ""NO_APPLICATION"": 235.88450317146877, ""NO_WIDTH"": 741.2533143021814, ""STANDSTILL"": 0.0, ""WORK"": 1605.3526425763066}","{""clipped_all_ha"": null, ""clipped_work_ha"": null, ""contour_ha"": null, ""swath_all_ha"": 0.04, ""swath_work_ha"": 0.04}","{""cell_m"": 0.5, ""max_frame_gap_s"": 3.0, ""max_ground_speed_mps"": 20.0, ""width_rule"": ""min_of_two_endpoints"", ""work_rule"": ""application_on_both_endpoints""}",False
688586422,1581F574B2387001009R,2026-08-17 23:22:29,e5d2d5d8-ae06-4230-86b1-3ff2e7dd749d,1169,8293.0,RAW_CORROBORATED_QUALIFIED,82,HISTORICAL_GEOMETRY_NOT_PROVEN,ESTIMATE,,0.8186,,,0.834,0.0154,0.0154,1.0188,0.8228,0.0042,0.0188,,CONTOUR_ABSENT,0.5,False,6.1,True,"{""APPLICATION_EDGE"": 3.341218480816183, ""NO_APPLICATION"": 128.90014995204592, ""NO_WIDTH"": 783.022856257068, ""STANDSTILL"": 0.0, ""WORK"": 1367.2297567481749}","{""clipped_all_ha"": null, ""clipped_work_ha"": null, ""contour_ha"": null, ""swath_all_ha"": 0.086, ""swath_work_ha"": 0.086}","{""cell_m"": 0.5, ""max_frame_gap_s"": 3.0, ""max_ground_speed_mps"": 20.0, ""width_rule"": ""min_of_two_endpoints"", ""work_rule"": ""application_on_both_endpoints""}",False
688592767,1581F574B2387001009R,2026-08-17 23:33:23,e5d2d5d8-ae06-4230-86b1-3ff2e7dd749d,1169,1566.0,RAW_CORROBORATED_QUALIFIED,85,HISTORICAL_GEOMETRY_NOT_PROVEN,ESTIMATE,,0.1583,,,0.1559,-0.0024,,0.9848,0.2135,0.0552,-0.0152,,CONTOUR_ABSENT,0.5,False,6.3,True,"{""APPLICATION_EDGE"": 0.4644655369648357, ""NO_APPLICATION"": 130.96468982625998, ""NO_WIDTH"": 385.24623827179914, ""STANDSTILL"": 0.0, ""WORK"": 247.45689459989802}","{""clipped_all_ha"": null, ""clipped_work_ha"": null, ""contour_ha"": null, ""swath_all_ha"": 0.19, ""swath_work_ha"": 0.19}","{""cell_m"": 0.5, ""max_frame_gap_s"": 3.0, ""max_ground_speed_mps"": 20.0, ""width_rule"": ""min_of_two_endpoints"", ""work_rule"": ""application_on_both_endpoints""}",False
688608292,1581F574B2387001009R,2026-08-17 23:39:49,e5d2d5d8-ae06-4230-86b1-3ff2e7dd749d,1169,11186.0,RAW_CORROBORATED_QUALIFIED,87,HISTORICAL_GEOMETRY_NOT_PROVEN,ESTIMATE,,1.1303,,,1.1103,-0.02,,0.9823,1.1603,0.03,-0.0177,,CONTOUR_ABSENT,0.5,False,6.3,True,"{""APPLICATION_EDGE"": 3.051345341362831, ""NO_APPLICATION"": 216.32811543923873, ""NO_WIDTH"": 308.23747158392257, ""STANDSTILL"": 0.0, ""WORK"": 1762.3523405834892}","{""clipped_all_ha"": null, ""clipped_work_ha"": null, ""contour_ha"": null, ""swath_all_ha"": 0.097, ""swath_work_ha"": 0.097}","{""cell_m"": 0.5, ""max_frame_gap_s"": 3.0, ""max_ground_speed_mps"": 20.0, ""width_rule"": ""min_of_two_endpoints"", ""work_rule"": ""application_on_both_endpoints""}",False
688620789,1581F574B2387001009R,2026-08-17 23:50:48,e5d2d5d8-ae06-4230-86b1-3ff2e7dd749d,1169,10480.0,RAW_CORROBORATED_QUALIFIED,89,HISTORICAL_GEOMETRY_NOT_PROVEN,ESTIMATE,,1.0527,,,1.0383,-0.0144,,0.9863,1.1521,0.0994,-0.0137,,CONTOUR_ABSENT,0.5,False,6.3,True,"{""APPLICATION_EDGE"": 2.641342864312362, ""NO_APPLICATION"": 191.22376486271187, ""NO_WIDTH"": 192.09937081264962, ""STANDSTILL"": 0.0, ""WORK"": 1648.1134253356913}","{""clipped_all_ha"": null, ""clipped_work_ha"": null, ""contour_ha"": null, ""swath_all_ha"": 0.114, ""swath_work_ha"": 0.114}","{""cell_m"": 0.5, ""max_frame_gap_s"": 3.0, ""max_ground_speed_mps"": 20.0, ""width_rule"": ""min_of_two_endpoints"", ""work_rule"": ""application_on_both_endpoints""}",False
688637243,1581F574B2387001009R,2026-08-18 00:00:58,e5d2d5d8-ae06-4230-86b1-3ff2e7dd749d,1169,10313.0,RAW_CORROBORATED_QUALIFIED,91,HISTORICAL_GEOMETRY_NOT_PROVEN,ESTIMATE,,1.0303,,,1.0519,0.0216,0.0216,1.021,1.0953,0.065,0.021,,CONTOUR_ABSENT,0.5,False,6.3,True,"{""APPLICATION_EDGE"": 2.9363728077220435, ""NO_APPLICATION"": 273.5054445135411, ""NO_WIDTH"": 178.5885804934346, ""STANDSTILL"": 0.0, ""WORK"": 1669.7226603950694}","{""clipped_all_ha"": null, ""clipped_work_ha"": null, ""contour_ha"": null, ""swath_all_ha"": 0.165, ""swath_work_ha"": 0.165}","{""cell_m"": 0.5, ""max_frame_gap_s"": 3.0, ""max_ground_speed_mps"": 20.0, ""width_rule"": ""min_of_two_endpoints"", ""work_rule"": ""application_on_both_endpoints""}",False
688637245,1581F574B2387001009R,2026-08-18 00:08:44,,,0.0,COUNTER_ZERO,94,HISTORICAL_GEOMETRY_NOT_PROVEN,ESTIMATE,,0.0052,,,0.0001,-0.0051,,0.0234,0.0052,0.0,-0.9766,,CONTOUR_ABSENT,0.5,False,"6.3,8.0",False,"{""APPLICATION_EDGE"": 0.0034033242131773075, ""NO_APPLICATION"": 0.24466172278851078, ""WORK"": 0.15495296364002906}","{""clipped_all_ha"": null, ""clipped_work_ha"": null, ""contour_ha"": null, ""swath_all_ha"": 0.0, ""swath_work_ha"": 0.0}","{""cell_m"": 0.5, ""max_frame_gap_s"": 3.0, ""max_ground_speed_mps"": 20.0, ""width_rule"": ""min_of_two_endpoints"", ""work_rule"": ""application_on_both_endpoints""}",False
688637246,1581F574B2387001009R,2026-08-18 00:08:50,,,10313.0,COUNTER_FLAT_RAW_OVERSTATED,95,HISTORICAL_GEOMETRY_NOT_PROVEN,NO_CONFIRMED_APPLICATION,NO_WIDTH,,,,,,,,,,,,CONTOUR_ABSENT,,,,False,"{""NO_APPLICATION"": 126.50982873239002, ""NO_WIDTH"": 160.99827195657082}",{},{},False
689264563,1581F574B2387001009R,2026-08-18 15:55:05,716bab79-48fd-4bbf-9cbd-f2a1c57c65fa,2784,10106.0,RAW_CORROBORATED_QUALIFIED,144,HISTORICAL_GEOMETRY_NOT_PROVEN,ESTIMATE,,1.0193,,,0.9904,-0.0289,,0.9716,1.0746,0.0553,-0.0284,,CONTOUR_ABSENT,0.5,False,6.2,True,"{""APPLICATION_EDGE"": 4.524506325189609, ""NO_APPLICATION"": 244.50493549380028, ""NO_WIDTH"": 29.313497886066607, ""STANDSTILL"": 0.0, ""WORK"": 1597.396725133922}","{""clipped_all_ha"": null, ""clipped_work_ha"": null, ""contour_ha"": null, ""swath_all_ha"": 0.02, ""swath_work_ha"": 0.02}","{""cell_m"": 0.5, ""max_frame_gap_s"": 3.0, ""max_ground_speed_mps"": 20.0, ""width_rule"": ""min_of_two_endpoints"", ""work_rule"": ""application_on_both_endpoints""}",False
689269694,1581F574B2387001009R,2026-08-18 16:09:20,716bab79-48fd-4bbf-9cbd-f2a1c57c65fa,2784,9913.0,RAW_CORROBORATED_QUALIFIED,152,HISTORICAL_GEOMETRY_NOT_PROVEN,ESTIMATE,,0.9939,,,0.9673,-0.0266,,0.9733,1.0646,0.0707,-0.0267,,CONTOUR_ABSENT,0.5,False,6.2,True,"{""APPLICATION_EDGE"": 4.015232012254406, ""NO_APPLICATION"": 183.68109721086165, ""NO_WIDTH"": 63.11098489993484, ""STANDSTILL"": 0.0, ""WORK"": 1560.2282647498469}","{""clipped_all_ha"": null, ""clipped_work_ha"": null, ""contour_ha"": null, ""swath_all_ha"": 0.02, ""swath_work_ha"": 0.02}","{""cell_m"": 0.5, ""max_frame_gap_s"": 3.0, ""max_ground_speed_mps"": 20.0, ""width_rule"": ""min_of_two_endpoints"", ""work_rule"": ""application_on_both_endpoints""}",False
689276048,1581F574B2387001009R,2026-08-18 16:22:39,716bab79-48fd-4bbf-9cbd-f2a1c57c65fa,2784,9360.0,RAW_CORROBORATED_QUALIFIED,158,HISTORICAL_GEOMETRY_NOT_PROVEN,ESTIMATE,,0.9425,,,0.9447,0.0022,0.0022,1.0023,1.0435,0.101,0.0023,,CONTOUR_ABSENT,0.5,False,6.2,True,"{""APPLICATION_EDGE"": 5.018624675376131, ""NO_APPLICATION"": 362.5767806703071, ""NO_WIDTH"": 179.32104142394454, ""STANDSTILL"": 0.0, ""WORK"": 1523.6787282193495}","{""clipped_all_ha"": null, ""clipped_work_ha"": null, ""contour_ha"": null, ""swath_all_ha"": 0.127, ""swath_work_ha"": 0.127}","{""cell_m"": 0.5, ""max_frame_gap_s"": 3.0, ""max_ground_speed_mps"": 20.0, ""width_rule"": ""min_of_two_endpoints"", ""work_rule"": ""application_on_both_endpoints""}",False
689291315,1581F574B2387001009R,2026-08-18 17:12:39,73f5d697-1e8a-41e9-8d82-a16267d3719c,2785,9846.0,RAW_CORROBORATED_QUALIFIED,185,HISTORICAL_GEOMETRY_NOT_PROVEN,ESTIMATE,,0.9879,,,0.9647,-0.0232,,0.9765,1.0427,0.0548,-0.0235,,CONTOUR_ABSENT,0.5,False,6.3,True,"{""APPLICATION_EDGE"": 4.0670934659423335, ""NO_APPLICATION"": 265.73145928187085, ""NO_WIDTH"": 25.08239280373618, ""STANDSTILL"": 0.0, ""WORK"": 1531.2729626100995}","{""clipped_all_ha"": null, ""clipped_work_ha"": null, ""contour_ha"": null, ""swath_all_ha"": 0.03, ""swath_work_ha"": 0.03}","{""cell_m"": 0.5, ""max_frame_gap_s"": 3.0, ""max_ground_speed_mps"": 20.0, ""width_rule"": ""min_of_two_endpoints"", ""work_rule"": ""application_on_both_endpoints""}",False
689294253,1581F574B2387001009R,2026-08-18 17:24:26,73f5d697-1e8a-41e9-8d82-a16267d3719c,2785,9940.0,RAW_CORROBORATED_QUALIFIED,190,HISTORICAL_GEOMETRY_NOT_PROVEN,ESTIMATE,,1.0011,,,0.9801,-0.021,,0.979,1.0866,0.0855,-0.021,,CONTOUR_ABSENT,0.5,False,6.3,True,"{""APPLICATION_EDGE"": 3.790784247909502, ""NO_APPLICATION"": 296.2264037404673, ""NO_WIDTH"": 177.0239083499719, ""STANDSTILL"": 0.0, ""WORK"": 1555.6869467021272}","{""clipped_all_ha"": null, ""clipped_work_ha"": null, ""contour_ha"": null, ""swath_all_ha"": 0.01, ""swath_work_ha"": 0.01}","{""cell_m"": 0.5, ""max_frame_gap_s"": 3.0, ""max_ground_speed_mps"": 20.0, ""width_rule"": ""min_of_two_endpoints"", ""work_rule"": ""application_on_both_endpoints""}",False
689298227,1581F574B2387001009R,2026-08-18 17:35:52,73f5d697-1e8a-41e9-8d82-a16267d3719c,2785,9913.0,RAW_CORROBORATED_QUALIFIED,196,HISTORICAL_GEOMETRY_NOT_PROVEN,ESTIMATE,,0.9976,,,0.9787,-0.0189,,0.9811,1.1011,0.1035,-0.0189,,CONTOUR_ABSENT,0.5,False,6.3,True,"{""APPLICATION_EDGE"": 5.203313643541103, ""NO_APPLICATION"": 313.8173716632338, ""NO_WIDTH"": 253.6855468459248, ""STANDSTILL"": 0.0, ""WORK"": 1553.5496700415363}","{""clipped_all_ha"": null, ""clipped_work_ha"": null, ""contour_ha"": null, ""swath_all_ha"": 0.14, ""swath_work_ha"": 0.14}","{""cell_m"": 0.5, ""max_frame_gap_s"": 3.0, ""max_ground_speed_mps"": 20.0, ""width_rule"": ""min_of_two_endpoints"", ""work_rule"": ""application_on_both_endpoints""}",False
689302278,1581F574B2387001009R,2026-08-18 17:48:19,73f5d697-1e8a-41e9-8d82-a16267d3719c,2785,5506.0,RAW_CORROBORATED_QUALIFIED,202,HISTORICAL_GEOMETRY_NOT_PROVEN,ESTIMATE,,0.5619,,,0.5368,-0.0251,,0.9553,0.6631,0.1012,-0.0447,,CONTOUR_ABSENT,0.5,False,6.3,True,"{""APPLICATION_EDGE"": 3.222130481317635, ""NO_APPLICATION"": 282.7044250413909, ""NO_WIDTH"": 464.6513158455228, ""STANDSTILL"": 0.0, ""WORK"": 852.0260666604714}","{""clipped_all_ha"": null, ""clipped_work_ha"": null, ""contour_ha"": null, ""swath_all_ha"": 0.089, ""swath_work_ha"": 0.089}","{""cell_m"": 0.5, ""max_frame_gap_s"": 3.0, ""max_ground_speed_mps"": 20.0, ""width_rule"": ""min_of_two_endpoints"", ""work_rule"": ""application_on_both_endpoints""}",False
689303735,1581F574B2387001009R,2026-08-18 17:57:19,73f5d697-1e8a-41e9-8d82-a16267d3719c,2785,4340.0,RAW_CORROBORATED_QUALIFIED,208,HISTORICAL_GEOMETRY_NOT_PROVEN,ESTIMATE,,0.4351,,,0.4273,-0.0078,,0.9821,0.5034,0.0683,-0.0179,,CONTOUR_ABSENT,0.5,False,6.3,True,"{""APPLICATION_EDGE"": 1.4735137849527726, ""NO_APPLICATION"": 142.0560760364418, ""NO_WIDTH"": 307.08749814660297, ""STANDSTILL"": 0.0, ""WORK"": 678.2953562578363}","{""clipped_all_ha"": null, ""clipped_work_ha"": null, ""contour_ha"": null, ""swath_all_ha"": 0.115, ""swath_work_ha"": 0.115}","{""cell_m"": 0.5, ""max_frame_gap_s"": 3.0, ""max_ground_speed_mps"": 20.0, ""width_rule"": ""min_of_two_endpoints"", ""work_rule"": ""application_on_both_endpoints""}",False
689306323,1581F574B2387001009R,2026-08-18 18:05:51,73f5d697-1e8a-41e9-8d82-a16267d3719c,2785,9033.0,RAW_CORROBORATED_QUALIFIED,211,HISTORICAL_GEOMETRY_NOT_PROVEN,ESTIMATE,,0.907,,,0.8891,-0.0179,,0.9803,0.9427,0.0357,-0.0197,,CONTOUR_ABSENT,0.5,False,6.3,True,"{""APPLICATION_EDGE"": 2.9024405465406495, ""NO_APPLICATION"": 122.8663052706561, ""NO_WIDTH"": 325.78198659431865, ""STANDSTILL"": 0.0, ""WORK"": 1411.298828004106}","{""clipped_all_ha"": null, ""clipped_work_ha"": null, ""contour_ha"": null, ""swath_all_ha"": 0.011, ""swath_work_ha"": 0.011}","{""cell_m"": 0.5, ""max_frame_gap_s"": 3.0, ""max_ground_speed_mps"": 20.0, ""width_rule"": ""min_of_two_endpoints"", ""work_rule"": ""application_on_both_endpoints""}",False
689309221,1581F574B2387001009R,2026-08-18 18:16:25,73f5d697-1e8a-41e9-8d82-a16267d3719c,2785,8166.0,RAW_CORROBORATED_QUALIFIED,214,HISTORICAL_GEOMETRY_NOT_PROVEN,ESTIMATE,,0.8505,,,0.8519,0.0014,0.0014,1.0017,0.9089,0.0584,0.0017,,CONTOUR_ABSENT,0.5,False,6.3,True,"{""APPLICATION_EDGE"": 1.3725791817620439, ""NO_APPLICATION"": 183.0010621623544, ""NO_WIDTH"": 407.94779662584335, ""STANDSTILL"": 0.0, ""WORK"": 1352.284629092836}","{""clipped_all_ha"": null, ""clipped_work_ha"": null, ""contour_ha"": null, ""swath_all_ha"": 0.012, ""swath_work_ha"": 0.012}","{""cell_m"": 0.5, ""max_frame_gap_s"": 3.0, ""max_ground_speed_mps"": 20.0, ""width_rule"": ""min_of_two_endpoints"", ""work_rule"": ""application_on_both_endpoints""}",False
689311335,1581F574B2387001009R,2026-08-18 18:33:14,a36f84d0-b05b-4b37-a5d7-dc1f790a3333,1176,2546.0,RAW_CORROBORATED_QUALIFIED,217,HISTORICAL_GEOMETRY_NOT_PROVEN,ESTIMATE,,0.2641,,,0.2824,0.0183,0.0183,1.0693,0.2731,0.009,0.0693,,CONTOUR_ABSENT,0.5,False,6.0,True,"{""APPLICATION_EDGE"": 1.3978804372607248, ""NO_APPLICATION"": 41.50733155891162, ""NO_WIDTH"": 25.826073523104753, ""STANDSTILL"": 0.0, ""WORK"": 470.6774828301027}","{""clipped_all_ha"": null, ""clipped_work_ha"": null, ""contour_ha"": null, ""swath_all_ha"": 0.114, ""swath_work_ha"": 0.114}","{""cell_m"": 0.5, ""max_frame_gap_s"": 3.0, ""max_ground_speed_mps"": 20.0, ""width_rule"": ""min_of_two_endpoints"", ""work_rule"": ""application_on_both_endpoints""}",False
689314827,1581F574B2387001009R,2026-08-18 18:41:04,9324ceea-74bb-4349-88d2-945545cf553c,2786,8473.0,RAW_CORROBORATED_QUALIFIED,220,HISTORICAL_GEOMETRY_NOT_PROVEN,ESTIMATE,,0.8134,,,0.8499,0.0365,0.0365,1.0448,0.8851,0.0717,0.0448,,CONTOUR_ABSENT,0.5,False,6.5,True,"{""APPLICATION_EDGE"": 4.842946392543913, ""NO_APPLICATION"": 245.497343343782, ""NO_WIDTH"": 294.3083961295149, ""STANDSTILL"": 0.0, ""WORK"": 1307.4864896831111}","{""clipped_all_ha"": null, ""clipped_work_ha"": null, ""contour_ha"": null, ""swath_all_ha"": 0.061, ""swath_work_ha"": 0.061}","{""cell_m"": 0.5, ""max_frame_gap_s"": 3.0, ""max_ground_speed_mps"": 20.0, ""width_rule"": ""min_of_two_endpoints"", ""work_rule"": ""application_on_both_endpoints""}",False
